280.32,2,19,43
298.79,3,73,59
724.9,4,4,48
439.3,5,91,6
591.73,6,62,28
602.07,7,52,82
893.73,8,3,57
112.91,9,57,76
742.32,10,87,33
82.11,11,7,71
268.45,12,40,67
279.06,13,25,8
54.29,14,51,60
371.15,15,90,62
234.36,16,21,21
331.45,17,71,97
654.89,18,78,63
902.11,19,93,74
415.03,20,72,6
383.82,21,71,7
207.2,22,92,35
666.73,23,72,59
474.9,24,83,41
931.62,25,33,67
722.9,26,94,55
433.17,27,98,57
167.81,28,63,87
919.73,29,14,79
541.92,30,32,7
262.94,31,41,31
221.02,32,16,81
490.35,33,8,83
268.53,34,95,11
578.56,35,28,33
686.9,36,76,51
511.32,37,35,92
793.27,38,84,43
965.81,39,79,61
460.37,40,14,77
897.44,41,39,83
71.66,42,100,95
714.46,43,34,40
964.28,44,93,77
586.78,45,17,64
790.61,46,91,28
618.94,47,48,83
838.12,48,52,68
814.52,49,49,61
537.95,50,14,78
902.81,51,91,79
712.83,52,71,82
353.16,53,86,97
192.43,54,59,43
490.71,55,22,62
961.47,56,87,18
137.18,57,29,67
517.26,58,84,100
587.39,59,48,33
169.03,60,15,10
724.85,61,83,59
927.8,62,65,27
181.34,63,3,18
528.16,64,74,53
973.3,65,14,71
166.83,66,38,65
641.09,67,38,50
566.75,68,12,23
366.02,69,46,50
282.27,70,24,83
810.61,71,9,98
501.9,72,20,4
40.07,73,44,20
81.0,74,65,36
799.28,75,54,42
961.1,76,70,71
273.41,77,72,95
405.85,78,4,5
803.55,79,87,37
844.03,80,88,54
783.06,81,28,40
126.63,82,83,69
900.52,83,55,9
82.87,84,67,9
718.64,85,72,32
844.07,86,19,70
57.55,87,97,39
227.15,88,13,46
368.26,89,75,3
488.47,90,72,45
25.21,91,34,57
313.92,92,64,53
164.03,93,60,1
446.23,94,30,86
801.23,95,99,48
449.35,96,27,53
992.74,97,22,62
893.76,98,1,40
785.97,99,6,30
8.0,100,56,36
891.82,1,21,46
679.39,2,37,60
434.8,3,15,9
115.34,4,3,55
193.28,5,12,6
189.27,6,13,38
595.73,7,44,78
619.92,8,57,39
183.35,9,87,24
746.93,10,24,44
447.92,11,28,63
441.66,12,14,8
13.58,13,12,79
667.55,14,19,58
493.3,15,35,40
981.79,16,95,65
749.81,17,31,100
30.34,18,66,90
626.9,19,34,77
305.26,20,56,76
236.28,21,65,51
896.35,22,97,41
394.68,23,100,75
236.68,24,79,20
175.41,25,1,28
922.0,26,17,2
86.13,27,57,86
885.98,28,79,96
624.23,29,27,25
318.31,30,72,67
271.9,31,47,46
48.43,32,57,1
229.12,33,32,93
234.12,34,34,100
397.13,35,88,29
327.03,36,64,67
988.2,37,96,57
34.17,38,82,96
205.47,39,64,67
331.68,40,66,46
502.42,41,91,38
449.73,42,45,61
857.31,43,34,26
760.16,44,51,41
801.43,45,91,30
724.78,46,81,62
39.49,47,50,23
987.13,48,79,62
271.21,49,3,7
773.25,50,84,33
349.17,51,100,24
847.19,52,82,87
470.95,53,73,40
75.26,54,41,22
380.87,55,56,55
525.63,56,87,31
559.16,57,41,20
886.98,58,90,89
29.75,59,89,25
578.55,60,37,22
433.43,61,35,54
233.32,62,33,14
705.84,63,28,91
813.13,64,89,35
166.67,65,88,16
34.54,66,47,47
652.07,67,73,90
773.45,68,19,49
898.1,69,2,62
571.73,70,13,73
865.51,71,77,69
395.58,72,21,68
421.6,73,47,74
933.25,74,74,77
450.84,75,14,3
715.79,76,88,1
640.93,77,94,41
341.05,78,49,54
540.98,79,79,63
680.47,80,37,76
325.86,81,79,17
486.95,82,6,51
934.63,83,21,68
528.66,84,19,44
988.84,85,73,66
363.92,86,99,96
771.3,87,94,62
197.16,88,52,43
683.59,89,6,67
469.15,90,45,18
655.13,91,89,90
526.06,92,10,71
243.67,93,53,17
985.12,94,44,22
142.88,95,31,66
727.76,96,19,87
331.99,97,93,64
728.67,98,35,24
482.19,99,80,85
501.03,100,55,77
32.8,1,62,83
115.92,2,49,88
578.77,3,50,48
516.96,4,41,77
631.06,5,16,97
